username,timestamp_utc,team,run_id,type,model,macro_f1,accuracy,precision,recall
Muhammad0isah,2026-03-05 11:32:20 UTC,Muhammad Isah,gat_v2,human,GAT,0.839366,0.892283,0.811475,0.692308
